Type                                  Module                      Label             Process           
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "refittedStandAloneMuons"   ""                "LHEembeddingCLEAN"   
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "standAloneMuons"           ""                "LHEembeddingCLEAN"   
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "uncleanedOnlyCkfInOutTracksFromConversions"   ""                "LHEembeddingCLEAN"   
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "uncleanedOnlyCkfOutInTracksFromConversions"   ""                "LHEembeddingCLEAN"   
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "default"         "LHEembeddingCLEAN"   
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "dyt"             "LHEembeddingCLEAN"   
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "firstHit"        "LHEembeddingCLEAN"   
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "picky"           "LHEembeddingCLEAN"   
edm::RangeMap<CSCDetId,edm::OwnVector<CSCRecHit2D,edm::ClonePolicy<CSCRecHit2D> >,edm::ClonePolicy<CSCRecHit2D> >    "csc2DRecHits"              ""                "LHEembeddingCLEAN"   
edm::RangeMap<CSCDetId,edm::OwnVector<CSCSegment,edm::ClonePolicy<CSCSegment> >,edm::ClonePolicy<CSCSegment> >    "cscSegments"               ""                "LHEembeddingCLEAN"   
edm::RangeMap<DTChamberId,edm::OwnVector<DTRecSegment4D,edm::ClonePolicy<DTRecSegment4D> >,edm::ClonePolicy<DTRecSegment4D> >    "dt4DCosmicSegments"        ""                "LHEembeddingCLEAN"   
edm::RangeMap<DTChamberId,edm::OwnVector<DTRecSegment4D,edm::ClonePolicy<DTRecSegment4D> >,edm::ClonePolicy<DTRecSegment4D> >    "dt4DSegments"              ""                "LHEembeddingCLEAN"   
edm::RangeMap<DTLayerId,edm::OwnVector<DTRecHit1DPair,edm::ClonePolicy<DTRecHit1DPair> >,edm::ClonePolicy<DTRecHit1DPair> >    "dt1DCosmicRecHits"         ""                "LHEembeddingCLEAN"   
edm::RangeMap<DTLayerId,edm::OwnVector<DTRecHit1DPair,edm::ClonePolicy<DTRecHit1DPair> >,edm::ClonePolicy<DTRecHit1DPair> >    "dt1DRecHits"               ""                "LHEembeddingCLEAN"   
edm::RangeMap<GEMDetId,edm::OwnVector<GEMRecHit,edm::ClonePolicy<GEMRecHit> >,edm::ClonePolicy<GEMRecHit> >    "gemRecHits"                ""                "LHEembeddingCLEAN"   
edm::RangeMap<GEMDetId,edm::OwnVector<GEMSegment,edm::ClonePolicy<GEMSegment> >,edm::ClonePolicy<GEMSegment> >    "gemSegments"               ""                "LHEembeddingCLEAN"   
edm::RangeMap<RPCDetId,edm::OwnVector<RPCRecHit,edm::ClonePolicy<RPCRecHit> >,edm::ClonePolicy<RPCRecHit> >    "rpcRecHits"                ""                "LHEembeddingCLEAN"   
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "towerMaker"                ""                "LHEembeddingCLEAN"   
edm::SortedCollection<CastorRecHit,edm::StrictWeakOrdering<CastorRecHit> >    "castorreco"                ""                "LHEembeddingCLEAN"   
edm::SortedCollection<EBSrFlag,edm::StrictWeakOrdering<EBSrFlag> >    "ecalDigis"                 ""                "LHEembeddingCLEAN"   
edm::SortedCollection<EESrFlag,edm::StrictWeakOrdering<EESrFlag> >    "ecalDigis"                 ""                "LHEembeddingCLEAN"   
edm::SortedCollection<EcalDCCHeaderBlock,edm::StrictWeakOrdering<EcalDCCHeaderBlock> >    "ecalDigis"                 ""                "LHEembeddingCLEAN"   
edm::SortedCollection<EcalPnDiodeDigi,edm::StrictWeakOrdering<EcalPnDiodeDigi> >    "ecalDigis"                 ""                "LHEembeddingCLEAN"   
edm::SortedCollection<EcalPseudoStripInputDigi,edm::StrictWeakOrdering<EcalPseudoStripInputDigi> >    "ecalDigis"                 "EcalPseudoStripInputs"   "LHEembeddingCLEAN"   
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsEB"      ""                "LHEembeddingCLEAN"   
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsEE"      ""                "LHEembeddingCLEAN"   
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsES"      ""                "LHEembeddingCLEAN"   
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEB"   "LHEembeddingCLEAN"   
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEE"   "LHEembeddingCLEAN"   
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalPreshowerRecHit"       "EcalRecHitsES"   "LHEembeddingCLEAN"   
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "ecalTPSkim"                ""                "LHEembeddingCLEAN"   
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "ecalDigis"                 "EcalTriggerPrimitives"   "LHEembeddingCLEAN"   
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "hbheprereco"               ""                "LHEembeddingCLEAN"   
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "hbhereco"                  ""                "LHEembeddingCLEAN"   
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "reducedHcalRecHits"        "hbhereco"        "LHEembeddingCLEAN"   
edm::SortedCollection<HFPreRecHit,edm::StrictWeakOrdering<HFPreRecHit> >    "hfprereco"                 ""                "LHEembeddingCLEAN"   
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "hfreco"                    ""                "LHEembeddingCLEAN"   
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "reducedHcalRecHits"        "hfreco"          "LHEembeddingCLEAN"   
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "horeco"                    ""                "LHEembeddingCLEAN"   
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "reducedHcalRecHits"        "horeco"          "LHEembeddingCLEAN"   
edm::SortedCollection<ZDCDataFrame,edm::StrictWeakOrdering<ZDCDataFrame> >    "castorDigis"               ""                "LHEembeddingCLEAN"   
edm::SortedCollection<ZDCDataFrame,edm::StrictWeakOrdering<ZDCDataFrame> >    "hcalDigis"                 ""                "LHEembeddingCLEAN"   
edm::SortedCollection<ZDCRecHit,edm::StrictWeakOrdering<ZDCRecHit> >    "zdcreco"                   ""                "LHEembeddingCLEAN"   
edm::TriggerResults                   "TriggerResults"            ""                "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "chargedHadronPFTrackIsolation"   ""                "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDLoose"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDLoose"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDLooseEM"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDLooseEM"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDTight"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDTight"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidAllArbitrated"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidGMStaChiCompatibility"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidGMTkChiCompatibility"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidGMTkKinkTight"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidGlobalMuonPromptTight"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidRPCMuLoose"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidTM2DCompatibilityLoose"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidTM2DCompatibilityTight"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationAngLoose"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationAngTight"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationLoose"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationOptimizedLowPtLoose"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationOptimizedLowPtTight"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationTight"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationAngLoose"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationAngTight"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationLoose"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationTight"   "LHEembeddingCLEAN"   
edm::ValueMap<bool>                   "muons"                     "muidTrackerMuonArbitrated"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueCharged03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueCharged04"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueChargedAll03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueChargedAll04"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGamma03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGamma04"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGammaHighThreshold03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGammaHighThreshold04"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral04"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold04"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU04"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged04"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll04"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma04"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold04"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutral03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutral04"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutralHighThreshold03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutralHighThreshold04"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValuePU03"   "LHEembeddingCLEAN"   
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValuePU04"   "LHEembeddingCLEAN"   
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationEBEE"   "LHEembeddingCLEAN"   
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterOOTECAL"   "PFClusterAssociationEBEE"   "LHEembeddingCLEAN"   
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationES"   "LHEembeddingCLEAN"   
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterOOTECAL"   "PFClusterAssociationES"   "LHEembeddingCLEAN"   
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "ckfInOutTracksFromConversions"   "inOutTrackSCAssociationCollection"   "LHEembeddingCLEAN"   
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "ckfOutInTracksFromConversions"   "outInTrackSCAssociationCollection"   "LHEembeddingCLEAN"   
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "electrons"       "LHEembeddingCLEAN"   
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "muons"           "LHEembeddingCLEAN"   
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "photons"         "LHEembeddingCLEAN"   
edm::ValueMap<edm::Ref<vector<reco::Photon>,reco::Photon,edm::refhelper::FindUsingAdvance<vector<reco::Photon>,reco::Photon> > >    "gedPhotons"                "valMapPFEgammaCandToPhoton"   "LHEembeddingCLEAN"   
edm::ValueMap<edm::Ref<vector<reco::PreId>,reco::PreId,edm::refhelper::FindUsingAdvance<vector<reco::PreId>,reco::PreId> > >    "trackerDrivenElectronSeeds"   "preid"           "LHEembeddingCLEAN"   
edm::ValueMap<float>                  "ak8PFJetsCHSSoftDropMass"   ""                "LHEembeddingCLEAN"   
edm::ValueMap<float>                  "eidLoose"                  ""                "LHEembeddingCLEAN"   
edm::ValueMap<float>                  "eidRobustHighEnergy"       ""                "LHEembeddingCLEAN"   
edm::ValueMap<float>                  "eidRobustLoose"            ""                "LHEembeddingCLEAN"   
edm::ValueMap<float>                  "eidRobustTight"            ""                "LHEembeddingCLEAN"   
edm::ValueMap<float>                  "eidTight"                  ""                "LHEembeddingCLEAN"   
edm::ValueMap<float>                  "lowPtGsfElectronID"        ""                "LHEembeddingCLEAN"   
edm::ValueMap<float>                  "offlinePrimaryVertices"    ""                "LHEembeddingCLEAN"   
edm::ValueMap<float>                  "offlinePrimaryVerticesWithBS"   ""                "LHEembeddingCLEAN"   
edm::ValueMap<float>                  "conversionStepTracks"      "MVAVals"         "LHEembeddingCLEAN"   
edm::ValueMap<float>                  "lowPtGsfElectronSeedValueMaps"   "ptbiased"        "LHEembeddingCLEAN"   
edm::ValueMap<float>                  "lowPtGsfElectronSeedValueMaps"   "unbiased"        "LHEembeddingCLEAN"   
edm::ValueMap<int>                    "offlinePrimaryVertices"    ""                "LHEembeddingCLEAN"   
edm::ValueMap<int>                    "offlinePrimaryVerticesWithBS"   ""                "LHEembeddingCLEAN"   
edm::ValueMap<int>                    "dedxHitInfo"               "prescale"        "LHEembeddingCLEAN"   
edm::ValueMap<reco::CastorJetID>      "ak5CastorJetID"            ""                "LHEembeddingCLEAN"   
edm::ValueMap<reco::CastorJetID>      "ak7CastorJetID"            ""                "LHEembeddingCLEAN"   
edm::ValueMap<reco::DeDxData>         "dedxHarmonic2"             ""                "LHEembeddingCLEAN"   
edm::ValueMap<reco::DeDxData>         "dedxPixelHarmonic2"        ""                "LHEembeddingCLEAN"   
edm::ValueMap<reco::DeDxData>         "dedxTruncated40"           ""                "LHEembeddingCLEAN"   
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositJets"          ""                "LHEembeddingCLEAN"   
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositTk"            ""                "LHEembeddingCLEAN"   
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "ecal"            "LHEembeddingCLEAN"   
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "ecal"            "LHEembeddingCLEAN"   
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "hcal"            "LHEembeddingCLEAN"   
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "hcal"            "LHEembeddingCLEAN"   
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "ho"              "LHEembeddingCLEAN"   
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "ho"              "LHEembeddingCLEAN"   
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "jets"            "LHEembeddingCLEAN"   
edm::ValueMap<reco::IsoDeposit>       "muons1stStep"              "tracker"         "LHEembeddingCLEAN"   
edm::ValueMap<reco::JetID>            "ak4JetID"                  ""                "LHEembeddingCLEAN"   
edm::ValueMap<reco::MuonCosmicCompatibility>    "muons"                     "cosmicsVeto"     "LHEembeddingCLEAN"   
edm::ValueMap<reco::MuonMETCorrectionData>    "muonMETValueMapProducer"   "muCorrData"      "LHEembeddingCLEAN"   
edm::ValueMap<reco::MuonQuality>      "glbTrackQual"              ""                "LHEembeddingCLEAN"   
edm::ValueMap<reco::MuonShower>       "muons"                     "muonShowerInformation"   "LHEembeddingCLEAN"   
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "combined"        "LHEembeddingCLEAN"   
edm::ValueMap<reco::MuonTimeExtra>    "muons1stStep"              "combined"        "LHEembeddingCLEAN"   
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "csc"             "LHEembeddingCLEAN"   
edm::ValueMap<reco::MuonTimeExtra>    "muons1stStep"              "csc"             "LHEembeddingCLEAN"   
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "dt"              "LHEembeddingCLEAN"   
edm::ValueMap<reco::MuonTimeExtra>    "muons1stStep"              "dt"              "LHEembeddingCLEAN"   
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedGsfElectrons"   "LHEembeddingCLEAN"   
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedPhotons"      "LHEembeddingCLEAN"   
edm::ValueMap<unsigned int>           "muons"                     "cosmicsVeto"     "LHEembeddingCLEAN"   
edmNew::DetSetVector<PixelFEDChannel>    "siPixelDigis"              ""                "LHEembeddingCLEAN"   
edmNew::DetSetVector<SiPixelCluster>    "siPixelClusters"           ""                "LHEembeddingCLEAN"   
edmNew::DetSetVector<SiStripCluster>    "siStripClusters"           ""                "LHEembeddingCLEAN"   
reco::BeamHaloSummary                 "BeamHaloSummary"           ""                "LHEembeddingCLEAN"   
reco::BeamSpot                        "offlineBeamSpot"           ""                "LHEembeddingCLEAN"   
reco::BeamSpot                        "onlineMetaDataDigis"       ""                "LHEembeddingCLEAN"   
reco::CSCHaloData                     "CSCHaloData"               ""                "LHEembeddingCLEAN"   
reco::EcalHaloData                    "EcalHaloData"              ""                "LHEembeddingCLEAN"   
reco::GlobalHaloData                  "GlobalHaloData"            ""                "LHEembeddingCLEAN"   
reco::HcalHaloData                    "HcalHaloData"              ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauChargedIsoPtSum"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauChargedIsoPtSumdR03"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDeadECALElectronRejection"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFinding"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingNewDMs"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingOldDMs"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1DBdR03oldDMwLTraw"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1DBnewDMwLTraw"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1DBoldDMwLTraw"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1PWdR03oldDMwLTraw"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1PWnewDMwLTraw"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1PWoldDMwLTraw"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseChargedIsolation"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseCombinedIsolationDBSumPtCorr3Hits"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseCombinedIsolationDBSumPtCorr3HitsdR03"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseElectronRejection"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolation"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVArun2v1DBdR03oldDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVArun2v1DBnewDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVArun2v1DBoldDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVArun2v1PWdR03oldDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVArun2v1PWnewDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVArun2v1PWoldDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseMuonRejection3"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA6LooseElectronRejection"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA6MediumElectronRejection"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA6TightElectronRejection"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA6VLooseElectronRejection"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA6VTightElectronRejection"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA6rawElectronRejection"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumCombinedIsolationDBSumPtCorr3Hits"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumCombinedIsolationDBSumPtCorr3HitsdR03"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVArun2v1DBdR03oldDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVArun2v1DBnewDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVArun2v1DBoldDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVArun2v1PWdR03oldDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVArun2v1PWnewDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVArun2v1PWoldDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByPhotonPtSumOutsideSignalCone"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByRawCombinedIsolationDBSumPtCorr3Hits"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightCombinedIsolationDBSumPtCorr3Hits"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightCombinedIsolationDBSumPtCorr3HitsdR03"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVArun2v1DBdR03oldDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVArun2v1DBnewDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVArun2v1DBoldDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVArun2v1PWdR03oldDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVArun2v1PWnewDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVArun2v1PWoldDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightMuonRejection3"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationMVArun2v1DBdR03oldDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationMVArun2v1DBnewDMwLT"   ""                "LHEembeddingCLEAN"   
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationMVArun2v1DBoldDMwLT"   ""                "LHEembeddingCLEAN"   
